customer_id,gender,senior_citizen,tenure,contract_type,internet_service,payment_method,monthly_charges,total_charges,num_products,support_calls,churn
CUST00302,Male,0,42,One year,Fiber optic,Bank transfer,66.23,2794.27,1,3.0,0
CUST00303,Male,0,26,Month-to-month,Fiber optic,Credit card,61.18,1623.22,5,5.0,1
CUST00304,Female,0,50,Month-to-month,DSL,Mailed check,85.1,4197.98,4,9.0,1
CUST00305,Female,1,25,Month-to-month,Fiber optic,Bank transfer,,1924.21,4,7.0,1
CUST00306,Male,0,24,One year,Fiber optic,Mailed check,26.23,716.2,3,2.0,0
CUST00307,Female,0,13,One year,Fiber optic,Electronic check,71.25,984.51,5,3.0,1
CUST00308,Female,1,60,Month-to-month,Fiber optic,Electronic check,100.64,5976.14,5,9.0,0
CUST00309,Male,0,7,Month-to-month,Fiber optic,Bank transfer,65.92,362.97,2,0.0,1
CUST00310,Female,0,57,One year,Fiber optic,Electronic check,25.2,1471.59,1,3.0,1
CUST00311,Male,0,36,Two year,Fiber optic,Electronic check,98.63,3512.59,3,9.0,1
CUST00312,Female,1,45,Two year,DSL,Bank transfer,40.14,1820.49,5,9.0,0
CUST00313,Male,0,20,Month-to-month,Fiber optic,Mailed check,45.86,994.0,2,8.0,0
CUST00314,Female,0,65,Month-to-month,No,Credit card,36.47,2337.74,1,7.0,1
CUST00315,Male,0,8,Month-to-month,Fiber optic,Bank transfer,53.02,405.29,3,3.0,1
CUST00316,Female,0,16,One year,DSL,Bank transfer,95.68,1544.64,3,6.0,1
CUST00317,Female,0,14,Two year,DSL,Credit card,71.94,942.26,5,9.0,0
CUST00318,Female,0,15,Month-to-month,Fiber optic,Mailed check,40.49,569.43,3,2.0,1
CUST00319,Female,0,66,Month-to-month,No,Credit card,107.78,7114.92,2,8.0,1
CUST00320,Female,0,32,Month-to-month,Fiber optic,Credit card,107.96,3439.64,3,9.0,1
CUST00321,Male,0,63,Month-to-month,Fiber optic,Mailed check,107.06,6775.06,4,3.0,1
CUST00322,Male,1,51,Month-to-month,DSL,Mailed check,43.88,2376.16,2,1.0,1
CUST00323,Male,0,25,One year,Fiber optic,Credit card,65.12,1633.06,1,9.0,1
CUST00324,Female,0,58,Month-to-month,Fiber optic,Credit card,118.5,6830.85,1,4.0,0
CUST00325,Male,0,63,Month-to-month,No,Bank transfer,97.2,6194.59,5,1.0,0
CUST00326,Female,0,62,One year,DSL,Mailed check,22.72,1329.0,5,9.0,0
CUST00327,Female,0,22,Month-to-month,Fiber optic,Electronic check,26.52,514.0,4,5.0,0
CUST00328,Male,0,58,Month-to-month,Fiber optic,Mailed check,66.39,3821.05,1,9.0,0
CUST00329,Male,1,58,Month-to-month,Fiber optic,Credit card,110.92,6419.33,1,0.0,1
CUST00330,Female,0,49,Two year,Fiber optic,Credit card,73.87,3588.69,1,5.0,0
CUST00331,Female,0,52,One year,DSL,Credit card,69.78,3627.05,1,3.0,1
CUST00332,Male,0,42,Month-to-month,DSL,Credit card,30.55,1296.73,3,2.0,0
CUST00333,Male,1,70,Month-to-month,Fiber optic,Electronic check,85.68,6050.91,2,1.0,0
CUST00334,Female,0,15,Month-to-month,Fiber optic,Mailed check,102.21,1537.71,2,6.0,0
CUST00335,Female,0,54,One year,DSL,Electronic check,58.04,3106.17,4,8.0,0
CUST00336,Male,0,60,One year,Fiber optic,Electronic check,97.56,5904.4,3,2.0,0
CUST00337,Female,0,8,Two year,Fiber optic,Credit card,116.45,890.7,1,5.0,0
CUST00338,Female,1,53,Month-to-month,No,Electronic check,40.38,2058.33,1,8.0,0
CUST00339,Male,0,60,Two year,DSL,Credit card,72.33,4400.28,5,1.0,0
CUST00340,Male,0,5,Two year,Fiber optic,Credit card,48.71,300.66,5,6.0,0
CUST00341,Female,0,68,Two year,DSL,Credit card,99.29,6711.8,4,4.0,0
CUST00342,Female,0,6,One year,DSL,Electronic check,77.76,446.6,1,4.0,0
CUST00343,Male,0,47,Month-to-month,DSL,Credit card,83.46,3876.69,4,6.0,0
CUST00344,Female,0,55,Month-to-month,No,Electronic check,99.79,5504.86,3,8.0,1
CUST00345,Male,0,40,Month-to-month,DSL,Mailed check,59.6,2470.48,2,3.0,0
CUST00346,Female,1,52,Month-to-month,Fiber optic,Credit card,111.51,5833.61,1,8.0,1
CUST00347,Male,0,16,One year,Fiber optic,Bank transfer,73.3,1224.63,3,9.0,0
CUST00348,Female,0,13,One year,No,Bank transfer,35.8,506.33,1,8.0,1
CUST00349,Female,0,30,Two year,Fiber optic,Bank transfer,89.59,2687.69,5,3.0,0
CUST00350,Female,1,19,Month-to-month,Fiber optic,Bank transfer,99.33,1941.36,4,2.0,1
CUST00351,Male,0,17,Month-to-month,No,Bank transfer,51.68,915.75,5,1.0,1
CUST00352,Male,0,63,One year,Fiber optic,Electronic check,105.72,,2,8.0,0
CUST00353,Male,0,19,Month-to-month,Fiber optic,Mailed check,110.61,2078.69,5,1.0,1
CUST00354,Female,0,58,Month-to-month,DSL,Electronic check,47.69,2679.14,1,5.0,1
CUST00355,Female,0,55,Two year,DSL,Credit card,118.35,6561.63,5,4.0,0
CUST00356,Male,0,62,One year,Fiber optic,Mailed check,34.07,2129.9,1,4.0,0
CUST00357,Male,0,23,Month-to-month,Fiber optic,Mailed check,40.2,909.83,2,3.0,0
CUST00358,Female,0,9,Two year,Fiber optic,Mailed check,38.42,333.79,5,5.0,0
CUST00359,Female,0,12,One year,Fiber optic,Mailed check,109.4,1440.52,4,4.0,0
CUST00360,Female,0,1,One year,DSL,Bank transfer,85.43,53.32,4,3.0,1
CUST00361,Female,0,58,Two year,Fiber optic,Credit card,35.21,1999.54,4,8.0,1
CUST00362,Male,0,1,Month-to-month,DSL,Mailed check,64.03,68.3,5,5.0,0
CUST00363,Male,0,34,One year,No,Mailed check,81.53,2831.04,5,9.0,0
CUST00364,Female,0,48,Month-to-month,No,Bank transfer,28.35,1474.55,5,9.0,0
CUST00365,Female,0,1,Month-to-month,No,Electronic check,108.24,141.11,1,9.0,1
CUST00366,Female,0,16,Two year,DSL,Electronic check,100.36,1542.25,2,2.0,0
CUST00367,Male,0,61,Month-to-month,Fiber optic,Electronic check,70.52,4400.3,4,9.0,1
CUST00368,Male,0,64,One year,No,Credit card,116.71,7468.64,1,5.0,0
CUST00369,Female,0,63,Two year,No,Electronic check,61.78,3850.01,4,0.0,0
CUST00370,Female,0,69,Two year,Fiber optic,Mailed check,118.41,8116.39,1,4.0,0
CUST00371,Female,0,22,Two year,Fiber optic,Bank transfer,86.79,1951.24,5,9.0,0
CUST00372,Female,0,67,Month-to-month,Fiber optic,Bank transfer,83.47,5604.24,4,5.0,1
CUST00373,Female,1,26,Month-to-month,Fiber optic,Electronic check,36.6,968.74,5,7.0,1
CUST00374,Female,0,16,Month-to-month,DSL,Bank transfer,108.19,1795.41,4,8.0,1
CUST00375,Male,1,51,Month-to-month,Fiber optic,Mailed check,62.75,3160.09,3,2.0,0
CUST00376,Male,0,57,Month-to-month,Fiber optic,Electronic check,36.22,2133.04,1,1.0,0
CUST00377,Male,0,29,One year,Fiber optic,Mailed check,21.26,590.6,3,3.0,0
CUST00378,Female,0,69,One year,Fiber optic,Credit card,75.98,5350.51,1,7.0,0
CUST00379,Female,0,47,Two year,Fiber optic,Mailed check,72.74,3448.72,2,7.0,1
CUST00380,Female,0,62,One year,No,Mailed check,91.94,5653.98,4,2.0,0
CUST00381,Male,1,69,One year,Fiber optic,Mailed check,109.03,7421.51,2,3.0,0
CUST00382,Female,0,16,Month-to-month,Fiber optic,Mailed check,27.94,487.5,2,2.0,0
CUST00383,Male,0,48,Month-to-month,Fiber optic,Credit card,93.15,4452.47,1,9.0,1
CUST00384,Female,0,39,Month-to-month,Fiber optic,Electronic check,38.74,1503.13,3,1.0,1
CUST00385,Female,1,33,One year,Fiber optic,Mailed check,105.82,3530.29,5,3.0,0
CUST00386,Female,1,23,Month-to-month,Fiber optic,Electronic check,101.91,2394.37,1,5.0,1
CUST00387,Male,0,10,One year,Fiber optic,Bank transfer,74.08,801.98,5,4.0,0
CUST00388,Male,0,69,One year,Fiber optic,Mailed check,91.02,6221.93,2,2.0,1
CUST00389,Male,0,34,Month-to-month,DSL,Mailed check,51.44,1820.09,5,1.0,1
CUST00390,Female,0,52,Month-to-month,DSL,Bank transfer,67.12,3461.12,3,8.0,1
CUST00391,Male,0,10,Month-to-month,DSL,Electronic check,102.16,908.82,1,0.0,1
CUST00392,Female,0,19,Month-to-month,No,Credit card,65.93,1193.68,3,8.0,0
CUST00393,Female,0,58,One year,DSL,Mailed check,,3246.13,3,0.0,1
CUST00394,Male,0,1,One year,DSL,Bank transfer,69.42,20.48,1,6.0,1
CUST00395,Male,1,69,One year,DSL,Bank transfer,102.82,7090.52,3,5.0,0
CUST00396,Female,0,4,Two year,Fiber optic,Mailed check,53.52,231.0,4,6.0,0
CUST00397,Female,0,16,One year,DSL,Electronic check,37.38,588.95,4,2.0,0
CUST00398,Female,0,24,Two year,Fiber optic,Electronic check,91.2,,4,2.0,0
CUST00399,Female,0,2,Month-to-month,DSL,Mailed check,102.6,142.66,5,0.0,1
CUST00400,Male,0,32,One year,Fiber optic,Bank transfer,30.06,963.14,3,3.0,1
CUST00401,Male,0,24,Month-to-month,No,Mailed check,43.99,952.45,1,1.0,0
CUST00402,Male,0,12,Month-to-month,No,Credit card,34.2,376.07,1,9.0,0
CUST00403,Female,0,50,Month-to-month,Fiber optic,Credit card,54.79,2693.32,5,7.0,0
CUST00404,Female,0,35,One year,Fiber optic,Electronic check,65.04,2264.26,1,2.0,0
CUST00405,Female,0,33,Month-to-month,Fiber optic,Credit card,94.88,3120.46,4,6.0,1
CUST00406,Male,0,33,Month-to-month,DSL,Bank transfer,85.11,2856.78,3,6.0,0
CUST00407,Female,0,61,Two year,Fiber optic,Credit card,82.09,5086.84,1,8.0,1
CUST00408,Female,0,51,Two year,DSL,Mailed check,55.24,2761.22,1,5.0,0
CUST00409,Male,0,43,One year,Fiber optic,Bank transfer,104.14,4577.87,2,0.0,0
CUST00410,Male,0,12,One year,DSL,Electronic check,67.13,766.58,2,7.0,0
CUST00411,Female,0,67,Two year,Fiber optic,Electronic check,117.91,7908.63,2,0.0,0
CUST00412,Male,0,65,One year,Fiber optic,Credit card,83.41,5447.47,3,2.0,0
CUST00413,Female,0,33,Month-to-month,Fiber optic,Electronic check,32.63,1198.9,4,4.0,0
CUST00414,Male,0,40,Two year,Fiber optic,Mailed check,87.62,3477.6,4,7.0,0
CUST00415,Female,0,43,One year,Fiber optic,Bank transfer,52.51,2168.11,4,8.0,0
CUST00416,Male,1,44,Month-to-month,Fiber optic,Mailed check,88.63,3974.36,3,6.0,1
CUST00417,Male,0,29,Month-to-month,Fiber optic,Mailed check,26.96,740.29,3,8.0,0
CUST00418,Male,0,13,Month-to-month,DSL,Mailed check,37.49,469.27,2,2.0,0
CUST00419,Male,0,12,Two year,Fiber optic,Mailed check,105.57,1211.0,1,4.0,1
CUST00420,Female,0,46,Month-to-month,No,Bank transfer,42.72,1947.09,5,9.0,1
CUST00421,Female,0,2,Two year,No,Bank transfer,103.7,165.39,5,7.0,0
CUST00422,Male,0,35,Two year,Fiber optic,Mailed check,47.93,1711.29,1,0.0,0
CUST00423,Female,0,8,One year,DSL,Mailed check,84.29,,2,7.0,0
CUST00424,Male,0,26,One year,DSL,Electronic check,89.42,2290.74,1,6.0,1
CUST00425,Male,1,34,Month-to-month,Fiber optic,Electronic check,71.27,2472.82,1,0.0,1
CUST00426,Female,0,7,Month-to-month,No,Bank transfer,50.53,366.47,5,9.0,0
CUST00427,Female,0,68,Month-to-month,Fiber optic,Electronic check,41.26,2713.68,2,9.0,1
CUST00428,Female,0,58,One year,No,Bank transfer,23.32,1398.48,3,5.0,0
CUST00429,Female,0,29,Month-to-month,Fiber optic,Bank transfer,50.39,1470.69,5,0.0,1
CUST00430,Female,0,36,Month-to-month,DSL,Credit card,85.32,3140.92,3,1.0,1
CUST00431,Female,0,21,Month-to-month,DSL,Bank transfer,113.83,2396.64,2,4.0,0
CUST00432,Female,0,36,Two year,DSL,Electronic check,107.12,3816.75,1,1.0,0
CUST00433,Male,0,10,Month-to-month,Fiber optic,Credit card,96.61,955.85,4,9.0,1
CUST00434,Female,0,24,Two year,DSL,Electronic check,98.84,2412.47,4,0.0,0
CUST00435,Male,0,64,Month-to-month,Fiber optic,Bank transfer,86.5,5497.37,2,5.0,1
CUST00436,Female,0,49,Month-to-month,Fiber optic,Bank transfer,46.03,2233.39,4,7.0,1
CUST00437,Female,0,36,Month-to-month,DSL,Mailed check,110.72,3974.82,3,7.0,0
CUST00438,Male,0,24,Month-to-month,DSL,Bank transfer,87.07,2032.29,4,7.0,0
CUST00439,Male,0,23,One year,DSL,Credit card,76.04,1711.2,2,5.0,0
CUST00440,Male,0,62,Month-to-month,Fiber optic,Bank transfer,31.1,1936.76,2,2.0,1
CUST00441,Male,0,37,One year,Fiber optic,Mailed check,64.71,2454.23,3,0.0,0
CUST00442,Female,1,12,One year,DSL,Bank transfer,66.04,808.29,4,1.0,0
CUST00443,Female,0,55,One year,No,Bank transfer,106.46,5852.81,4,4.0,1
CUST00444,Male,1,13,One year,Fiber optic,Bank transfer,74.66,929.08,1,9.0,0
CUST00445,Male,0,23,Month-to-month,Fiber optic,Mailed check,58.04,1389.68,5,4.0,1
CUST00446,Female,0,30,One year,Fiber optic,Electronic check,117.68,3552.08,2,9.0,0
CUST00447,Female,0,17,Two year,Fiber optic,Bank transfer,31.07,492.89,1,0.0,0
CUST00448,Male,0,62,Two year,Fiber optic,Credit card,62.25,3904.73,2,0.0,0
CUST00449,Female,0,13,Two year,Fiber optic,Mailed check,24.2,342.61,1,8.0,1
CUST00450,Female,0,59,Month-to-month,DSL,Credit card,93.99,5504.76,5,1.0,1
CUST00451,Male,1,19,One year,Fiber optic,Bank transfer,,2119.28,1,6.0,0
CUST00452,Male,0,49,One year,Fiber optic,Mailed check,48.0,2327.54,2,9.0,0
CUST00453,Male,0,12,Month-to-month,Fiber optic,Bank transfer,105.83,1401.69,4,3.0,0
CUST00454,Male,0,61,Two year,No,Credit card,49.22,3029.12,2,6.0,0
CUST00455,Female,0,19,One year,No,Mailed check,111.08,2119.8,3,7.0,1
CUST00456,Male,0,9,Month-to-month,DSL,Electronic check,95.4,882.2,3,4.0,0
CUST00457,Female,0,71,Month-to-month,DSL,Electronic check,100.49,7203.8,3,0.0,1
CUST00458,Female,0,28,Two year,DSL,Electronic check,21.8,606.25,3,3.0,0
CUST00459,Female,0,52,Month-to-month,Fiber optic,Bank transfer,116.28,6017.12,5,9.0,0
CUST00460,Female,0,16,Month-to-month,DSL,Mailed check,92.67,1524.89,4,2.0,0
CUST00461,Male,0,69,Month-to-month,DSL,Credit card,50.48,3474.04,4,9.0,0
CUST00462,Female,0,12,Month-to-month,DSL,Credit card,102.94,1181.78,2,4.0,0
CUST00463,Male,1,25,Two year,DSL,Bank transfer,48.15,1140.57,1,9.0,0
CUST00464,Female,1,52,Month-to-month,DSL,Bank transfer,107.28,5654.78,2,9.0,1
CUST00465,Male,0,53,One year,DSL,Credit card,31.26,1663.26,2,5.0,0
CUST00466,Female,0,23,Two year,Fiber optic,Mailed check,90.37,2049.0,2,1.0,0
CUST00467,Female,0,16,Month-to-month,DSL,Bank transfer,74.07,1173.4,2,6.0,0
CUST00468,Male,0,57,Month-to-month,DSL,Mailed check,29.65,1730.62,4,2.0,0
CUST00469,Male,0,39,One year,Fiber optic,Credit card,44.19,1708.72,1,,0
CUST00470,Male,1,53,Month-to-month,Fiber optic,Mailed check,21.24,1053.27,2,9.0,0
CUST00471,Male,0,42,Month-to-month,DSL,Electronic check,66.88,2825.12,4,2.0,0
CUST00472,Female,0,58,One year,DSL,Credit card,50.13,2967.76,2,8.0,0
CUST00473,Female,0,39,Two year,Fiber optic,Electronic check,79.84,3170.67,3,9.0,1
CUST00474,Female,1,14,One year,DSL,Credit card,49.72,668.17,2,5.0,0
CUST00475,Female,1,5,Two year,DSL,Electronic check,49.99,313.42,2,5.0,1
CUST00476,Female,0,35,One year,DSL,Mailed check,94.32,3311.82,5,3.0,0
CUST00477,Male,0,18,One year,DSL,Credit card,24.81,508.71,3,7.0,0
CUST00478,Male,0,9,Two year,Fiber optic,Credit card,110.29,1021.29,1,4.0,1
CUST00479,Female,0,58,Month-to-month,No,Electronic check,105.23,6027.05,2,6.0,1
CUST00480,Male,0,17,Month-to-month,Fiber optic,Mailed check,86.78,1562.6,1,8.0,1
CUST00481,Female,0,7,One year,Fiber optic,Credit card,79.32,557.84,3,4.0,1
CUST00482,Female,0,46,One year,Fiber optic,Bank transfer,109.23,5053.43,2,4.0,1
CUST00483,Male,0,13,Month-to-month,Fiber optic,Electronic check,38.53,433.73,5,3.0,0
CUST00484,Female,0,40,Month-to-month,Fiber optic,Credit card,27.9,1141.14,4,5.0,1
CUST00485,Male,0,42,Month-to-month,DSL,Mailed check,43.95,1901.09,5,1.0,0
CUST00486,Female,0,9,One year,Fiber optic,Mailed check,99.46,991.89,5,2.0,1
CUST00487,Male,0,50,Two year,No,Mailed check,23.47,1243.37,4,0.0,0
CUST00488,Female,0,27,Two year,DSL,Mailed check,78.28,2141.29,4,1.0,0
CUST00489,Female,0,66,One year,Fiber optic,Electronic check,119.54,7812.67,4,1.0,0
CUST00490,Male,1,5,Two year,Fiber optic,Credit card,105.57,,2,7.0,0
CUST00491,Female,0,29,Month-to-month,Fiber optic,Electronic check,72.14,2062.57,1,7.0,1
CUST00492,Female,0,37,Month-to-month,DSL,Electronic check,26.36,987.22,1,1.0,0
CUST00493,Male,0,38,Month-to-month,Fiber optic,Mailed check,103.14,3858.4,4,5.0,0
CUST00494,Male,0,8,One year,Fiber optic,Bank transfer,79.9,628.67,5,4.0,1
CUST00495,Male,1,65,Month-to-month,Fiber optic,Mailed check,31.49,2021.21,3,2.0,1
CUST00496,Female,0,17,One year,DSL,Bank transfer,29.39,472.15,4,4.0,0
CUST00497,Male,0,71,One year,DSL,Electronic check,110.96,7851.44,5,4.0,0
CUST00498,Male,1,45,Month-to-month,Fiber optic,Mailed check,86.92,3904.61,5,4.0,1
CUST00499,Male,0,4,Two year,Fiber optic,Mailed check,102.93,426.02,2,2.0,0
CUST00500,Female,0,36,One year,Fiber optic,Electronic check,,3759.4,2,2.0,1
CUST00501,Male,0,70,Month-to-month,No,Mailed check,77.18,5283.58,1,3.0,1
CUST00502,Female,0,31,Month-to-month,Fiber optic,Credit card,71.74,2207.15,1,6.0,1
CUST00503,Female,0,19,One year,Fiber optic,Bank transfer,63.04,1187.92,3,1.0,0
CUST00504,Male,0,61,Month-to-month,DSL,Bank transfer,51.69,3162.83,3,9.0,1
CUST00505,Female,0,54,Month-to-month,DSL,Bank transfer,63.46,3390.43,3,3.0,0
CUST00506,Female,0,39,One year,Fiber optic,Mailed check,97.39,3798.6,3,3.0,0
CUST00507,Female,0,19,Two year,Fiber optic,Credit card,80.19,1529.98,5,0.0,0
CUST00508,Female,0,39,Month-to-month,Fiber optic,Mailed check,109.25,4224.11,5,9.0,1
CUST00509,Female,1,67,Two year,Fiber optic,Bank transfer,64.34,4361.32,1,7.0,0
CUST00510,Male,0,45,Two year,DSL,Mailed check,80.71,3640.75,2,0.0,0
CUST00511,Male,0,13,Month-to-month,No,Bank transfer,83.13,1108.05,2,7.0,0
CUST00512,Male,0,58,One year,No,Electronic check,79.17,4595.29,4,6.0,0
CUST00513,Female,1,20,Month-to-month,Fiber optic,Bank transfer,90.26,1910.45,5,8.0,1
CUST00514,Male,0,72,Month-to-month,DSL,Electronic check,43.74,3179.34,3,7.0,0
CUST00515,Female,1,61,One year,Fiber optic,Electronic check,71.24,4321.02,3,4.0,0
CUST00516,Female,1,39,One year,No,Electronic check,30.42,1227.53,4,7.0,0
CUST00517,Female,0,1,Month-to-month,Fiber optic,Bank transfer,58.45,-23.43,2,9.0,1
CUST00518,Female,0,3,Two year,Fiber optic,Credit card,68.77,212.28,3,2.0,0
CUST00519,Male,0,62,One year,DSL,Bank transfer,85.22,5299.75,2,9.0,0
CUST00520,Female,0,63,Two year,DSL,Mailed check,,7254.9,4,6.0,0
CUST00521,Male,0,25,Month-to-month,DSL,Mailed check,80.07,1984.94,2,3.0,0
CUST00522,Male,0,56,Two year,No,Credit card,94.36,5233.51,2,4.0,0
CUST00523,Female,0,33,Month-to-month,Fiber optic,Credit card,70.63,2291.21,2,8.0,1
CUST00524,Male,0,38,Month-to-month,Fiber optic,Credit card,83.41,3174.7,3,6.0,1
CUST00525,Male,1,6,One year,DSL,Electronic check,27.09,106.88,1,3.0,0
CUST00526,Male,0,58,One year,No,Credit card,45.44,2723.98,5,5.0,0
CUST00527,Female,0,44,One year,Fiber optic,Credit card,56.19,2340.11,2,9.0,0
CUST00528,Female,0,45,Month-to-month,DSL,Credit card,67.25,3010.05,2,6.0,0
CUST00529,Female,0,32,Month-to-month,No,Bank transfer,24.56,791.6,2,9.0,1
CUST00530,Male,0,45,One year,DSL,Mailed check,34.0,1555.48,1,8.0,0
CUST00531,Male,0,61,Month-to-month,DSL,Mailed check,47.68,2862.77,4,3.0,0
CUST00532,Female,0,47,One year,DSL,Credit card,117.15,5562.92,3,9.0,0
CUST00533,Female,0,21,Month-to-month,No,Mailed check,53.13,1046.14,1,2.0,1
CUST00534,Male,0,36,Two year,No,Bank transfer,68.2,2427.04,2,7.0,0
CUST00535,Female,0,19,One year,DSL,Mailed check,39.61,783.62,1,0.0,0
CUST00536,Female,0,20,One year,Fiber optic,Electronic check,81.08,1673.57,1,8.0,1
CUST00537,Male,0,57,Two year,Fiber optic,Bank transfer,48.07,2669.69,1,0.0,0
CUST00538,Male,0,18,One year,Fiber optic,Mailed check,40.7,864.84,4,1.0,0
CUST00539,Female,0,47,Month-to-month,DSL,Mailed check,71.66,3323.02,5,7.0,0
CUST00540,Female,0,49,Month-to-month,Fiber optic,Bank transfer,20.55,941.37,3,8.0,0
CUST00541,Female,0,14,One year,Fiber optic,Mailed check,20.77,315.87,4,6.0,0
CUST00542,Female,0,15,Month-to-month,DSL,Mailed check,41.91,611.19,4,2.0,0
CUST00543,Male,0,31,One year,DSL,Credit card,23.67,709.03,5,6.0,0
CUST00544,Female,0,1,Month-to-month,Fiber optic,Electronic check,30.8,60.58,4,5.0,0
CUST00545,Female,0,54,Month-to-month,DSL,Bank transfer,53.89,2833.48,1,1.0,0
CUST00546,Male,1,3,Month-to-month,No,Credit card,100.26,215.67,1,2.0,0
CUST00547,Male,0,16,Two year,DSL,Mailed check,77.2,1205.41,2,9.0,0
CUST00548,Male,0,57,One year,No,Bank transfer,71.27,4116.1,4,9.0,0
CUST00549,Male,1,12,Two year,DSL,Bank transfer,49.35,564.48,2,4.0,0
CUST00550,Male,0,16,Two year,DSL,Electronic check,113.18,1890.76,3,9.0,1
CUST00551,Male,0,72,Month-to-month,DSL,Electronic check,59.7,4358.56,1,3.0,0
CUST00552,Male,1,24,Month-to-month,Fiber optic,Bank transfer,28.71,703.17,3,1.0,0
CUST00553,Female,0,28,One year,Fiber optic,Electronic check,81.71,2304.77,5,3.0,0
CUST00554,Female,0,8,Two year,DSL,Electronic check,31.38,265.17,1,7.0,0
CUST00555,Male,0,36,Month-to-month,DSL,Mailed check,54.52,1970.79,3,4.0,1
CUST00556,Female,0,8,Two year,Fiber optic,Electronic check,70.74,547.62,5,4.0,0
CUST00557,Female,0,58,Month-to-month,Fiber optic,Electronic check,107.42,6217.98,3,9.0,1
CUST00558,Male,0,60,Month-to-month,Fiber optic,Credit card,69.35,4107.78,5,2.0,0
CUST00559,Male,0,50,One year,DSL,Mailed check,90.23,4400.79,5,7.0,0
CUST00560,Male,0,28,Month-to-month,Fiber optic,Mailed check,119.28,3395.09,1,5.0,0
CUST00561,Male,0,41,Month-to-month,Fiber optic,Bank transfer,33.15,1366.97,2,1.0,1
CUST00562,Male,0,64,Month-to-month,No,Electronic check,47.47,3038.59,5,1.0,0
CUST00563,Female,0,27,Month-to-month,Fiber optic,Credit card,59.46,1625.28,5,8.0,0
CUST00564,Female,0,63,One year,DSL,Credit card,62.18,3876.1,1,6.0,0
CUST00565,Male,1,17,Two year,DSL,Mailed check,61.1,988.68,2,9.0,0
CUST00566,Male,0,33,Two year,Fiber optic,Electronic check,110.76,3640.93,4,8.0,0
CUST00567,Female,0,29,One year,Fiber optic,Credit card,91.4,2719.1,4,5.0,0
CUST00568,Female,1,13,Month-to-month,No,Bank transfer,80.79,991.84,2,4.0,1
CUST00569,Female,0,46,Month-to-month,Fiber optic,Electronic check,50.94,2211.76,3,0.0,0
CUST00570,Male,0,35,Month-to-month,Fiber optic,Electronic check,102.38,3557.2,1,5.0,0
CUST00571,Male,0,6,Month-to-month,Fiber optic,Electronic check,115.51,750.17,2,5.0,1
CUST00572,Female,0,69,Month-to-month,Fiber optic,Credit card,102.12,6959.64,4,2.0,1
CUST00573,Male,1,47,Two year,DSL,Mailed check,20.16,888.34,5,2.0,0
CUST00574,Female,0,25,Two year,DSL,Mailed check,83.64,2104.18,4,2.0,0
CUST00575,Male,0,66,Month-to-month,Fiber optic,Bank transfer,25.11,1785.99,5,2.0,1
CUST00576,Male,0,10,One year,DSL,Credit card,45.76,389.7,1,6.0,1
CUST00577,Female,1,56,Month-to-month,DSL,Electronic check,25.95,,5,9.0,1
CUST00578,Female,1,30,One year,DSL,Bank transfer,80.38,2428.32,2,1.0,0
CUST00579,Male,0,5,One year,DSL,Bank transfer,88.66,503.53,5,9.0,0
CUST00580,Female,0,33,Month-to-month,DSL,Mailed check,31.45,1006.6,3,9.0,0
CUST00581,Male,0,65,Month-to-month,Fiber optic,Electronic check,58.38,3713.88,2,,0
CUST00582,Female,1,18,Two year,Fiber optic,Electronic check,65.62,1202.91,1,2.0,0
CUST00583,Female,0,49,One year,Fiber optic,Credit card,56.91,2819.1,2,9.0,0
CUST00584,Male,0,11,Two year,Fiber optic,Credit card,32.1,442.06,3,6.0,0
CUST00585,Male,0,26,Two year,No,Credit card,61.89,1642.11,1,2.0,0
CUST00586,Male,0,63,Two year,DSL,Bank transfer,95.12,6033.83,4,6.0,0
CUST00587,Female,0,59,Month-to-month,Fiber optic,Electronic check,27.1,1585.84,3,8.0,1
CUST00588,Female,0,27,Month-to-month,DSL,Mailed check,28.02,878.56,1,9.0,0
CUST00589,Male,1,49,Month-to-month,Fiber optic,Bank transfer,55.48,2698.47,5,3.0,0
CUST00590,Female,0,33,Month-to-month,No,Bank transfer,114.17,3737.1,2,6.0,1
CUST00591,Male,0,1,Month-to-month,Fiber optic,Mailed check,86.86,177.33,1,8.0,1
CUST00592,Male,0,21,One year,Fiber optic,Mailed check,,1771.5,2,7.0,0
CUST00593,Male,0,55,One year,Fiber optic,Credit card,56.19,2998.19,5,7.0,0
CUST00594,Male,1,6,Month-to-month,Fiber optic,Mailed check,79.37,482.17,1,8.0,1
CUST00595,Male,0,69,Two year,DSL,Mailed check,21.01,1449.82,4,4.0,0
CUST00596,Female,0,5,Month-to-month,Fiber optic,Mailed check,83.61,406.65,3,4.0,1
CUST00597,Female,0,3,Month-to-month,Fiber optic,Mailed check,111.33,383.68,1,2.0,1
CUST00598,Male,1,53,One year,DSL,Credit card,81.26,4261.23,5,4.0,0
CUST00599,Female,1,23,One year,DSL,Bank transfer,107.37,2472.72,1,7.0,1
CUST00600,Male,0,53,Month-to-month,Fiber optic,Electronic check,92.4,4879.05,2,,1
CUST00601,Female,0,37,Month-to-month,DSL,Electronic check,32.06,1141.51,1,3.0,0
CUST00602,Female,0,17,One year,DSL,Bank transfer,110.25,1871.08,4,7.0,0
CUST00603,Male,0,1,Month-to-month,Fiber optic,Electronic check,26.64,69.27,1,6.0,0
